,alpha,xi_w,xi,v,w,alpha_pl,shock,xi_sh,wm
0,0.0046,0.36,0.0,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
1,0.0046,0.36,5.000250012500625e-05,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
2,0.0046,0.36,0.0001000050002500125,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
3,0.0046,0.36,0.00015000750037501875,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
4,0.0046,0.36,0.000200010000500025,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
5,0.0046,0.36,0.00025001250062503126,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
6,0.0046,0.36,0.0003000150007500375,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
7,0.0046,0.36,0.00035001750087504374,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
8,0.0046,0.36,0.00040002000100005,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
9,0.0046,0.36,0.00045002250112505623,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
10,0.0046,0.36,0.0005000250012500625,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
11,0.0046,0.36,0.0005500275013750688,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
12,0.0046,0.36,0.000600030001500075,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
13,0.0046,0.36,0.0006500325016250812,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
14,0.0046,0.36,0.0007000350017500875,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
15,0.0046,0.36,0.0007500375018750937,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
16,0.0046,0.36,0.0008000400020001,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
17,0.0046,0.36,0.0008500425021251062,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
18,0.0046,0.36,0.0009000450022501125,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
19,0.0046,0.36,0.0009500475023751187,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
20,0.0046,0.36,0.001000050002500125,0.0,-0.011721574571610318,0.004536001538899887,0.0,0.5773502691896257,0.9889712339045196
